关卡排序,编号ID,序号,等级段,名称,大关类,类型,对话,描述,体力,城堡血量,过关奖励ID,未过关奖励ID,解锁兵种,背景,出兵序列,章节图,pvp,对白回合1,对白回合2,对白回合1ID,对白回合2ID
216,1216,6,56,武陵-6,22,2,0,武陵 奇袭荆南第3关,1,364690,52216,52816,0,10,"(10025,150,6)(10005,210,51)(10034,180,2)(10034,120,4)(10015,90,8)(10097,150,3)(10005,210,51)(10025,180,18)(10005,120,92)(10034,90,9)(10034,150,9)(10015,210,18)(10097,180,2)(10005,120,41)(10025,90,10)(10005,150,31)(10034,210,5)(10034,180,2)(10015,120,8)(10097,120,4)",6,0,0,0,0,0
217,1217,7,56,武陵-7,22,1,0,武陵 奇袭荆南第3关,1,373750,52217,52817,0,10,"(10060,154,27)(10015,216,9)(10097,185,2)(10080,123,7)(10080,92,7)(10034,154,3)(10015,216,9)(10060,185,82)(10060,123,82)(10015,92,16)(10097,154,8)(10080,216,16)(10080,185,4)(10034,123,4)(10015,92,9)(10060,154,27)(10097,216,5)(10080,185,4)(10080,123,7)(10034,123,4)",6,0,0,0,0,0
218,1218,8,56,武陵-8,22,1,0,武陵 奇袭荆南第3关,1,1075187,52218,52818,0,10,"(10088,139,2)(10088,195,5)(10110,167,57)(10110,111,34)(10097,83,5)(10034,139,2)(10025,195,9)(10088,167,6)(10088,111,3)(10110,83,46)(10110,139,23)(10097,195,5)(10034,167,6)[(5640,200,2),(10025,111,7)][(5643,184,3),(10088,83,10)][(5649,117,4),(10088,139,10)](10110,195,103)(10110,167,103)(10097,111,8)(10034,111,8)",6,0,0,0,0,0
219,1219,9,56,武陵-9,22,2,0,武陵 奇袭荆南第3关,1,869827,52219,52819,0,10,"(10119,133,5)(10138,186,5)(10025,160,13)(10060,106,39)(10130,80,10)(10060,133,26)(10130,186,10)(10119,160,13)(10138,106,4)(10025,80,10)(10060,133,26)(10130,186,10)(10060,160,65)(10130,106,8)(10119,80,23)(10138,133,12)(10025,186,23)(10060,160,117)(10130,106,18)(10060,106,91)",6,0,0,0,0,0
220,1220,10,56,武陵-10,22,3,0,武陵 奇袭荆南第3关,1,0,52220,52820,0,10,,6,100,0,0,0,0
221,1221,1,57,长沙-1,23,1,0,长沙 奇袭荆南第4关,1,253697,52221,52821,0,11,"(10149,157,4)(10119,220,11)(10110,188,46)(10119,126,7)(10130,94,11)(10070,157,7)(10130,220,11)(10149,188,5)(10119,126,7)(10110,94,56)(10119,157,7)(10130,220,11)(10070,188,9)(10130,126,7)(10149,94,6)(10119,157,7)(10110,220,56)(10119,188,9)(10130,126,7)(10070,126,11)",6,0,0,0,0,0
222,1222,2,57,长沙-2,23,1,0,长沙 奇袭荆南第4关,1,332980,52222,52822,0,11,"(10097,136,3)(10110,190,55)(10110,163,22)(10025,109,9)(10088,82,4)(10025,136,7)(10097,190,6)(10035,163,10)(10097,109,10)(10110,82,99)(10110,136,99)(10025,190,20)(10088,163,2)(10025,109,9)(10097,82,6)(10035,136,3)(10110,190,55)(10025,163,4)(10088,109,4)(10025,109,9)",6,0,0,0,0,0
223,1223,3,57,长沙-3,23,2,0,长沙 奇袭荆南第4关,1,1141627,52223,52823,0,11,"(10138,178,2)(10060,249,36)(10005,214,45)(10005,142,27)(10025,107,7)(10088,178,2)(10138,249,4)(10025,214,9)(10138,142,3)(10060,107,36)(10005,178,18)(10005,249,36)(10025,214,9)(10088,142,3)(10138,107,8)(10025,178,16)(10060,249,81)(10005,214,81)(10005,142,63)(10025,142,13)",6,0,0,0,0,0
224,1224,4,57,长沙-4,23,1,0,长沙 奇袭荆南第4关,1,247657,52224,52824,0,11,"(10025,153,8)(10025,214,12)(10025,184,10)(10119,122,8)(10130,92,12)(10060,153,41)(10060,214,62)(10138,184,5)(10025,122,8)(10025,92,12)(10025,153,8)(10119,214,12)(10130,184,10)(10060,122,41)(10060,92,62)(10138,153,4)(10119,214,12)(10130,184,10)(10060,122,41)(10060,122,62)",6,0,0,0,0,0
225,1225,5,57,长沙-5,23,1,0,长沙 奇袭荆南第4关,1,351100,52225,52825,0,11,"(10015,144,7)(10015,202,12)(10097,173,3)(10080,115,10)(10060,86,50)(10097,144,4)(10035,202,6)[(5628,138,4),(10015,173,22)][(5600,208,3),(10015,115,22)](10097,86,11)(10080,144,22)(10060,202,112)(10097,173,3)(10035,115,5)(10015,86,12)(10015,144,7)(10097,202,6)(10080,173,5)(10060,115,50)(10097,115,5)",6,0,0,0,0,0
226,1226,6,58,长沙-6,23,2,0,长沙 奇袭荆南第4关,1,1020827,52226,52826,0,11,"(10035,158,2)(10025,221,9)(10005,190,54)(10097,126,3)(10015,95,9)(10005,158,21)(10035,221,4)(10035,190,5)(10025,126,6)(10005,95,43)(10097,158,2)(10015,221,9)(10005,190,54)(10035,126,3)(10035,95,10)(10025,158,19)(10005,221,97)(10097,190,10)(10015,126,15)(10005,126,75)",6,0,0,0,0,0
227,1227,7,58,长沙-7,23,1,0,长沙 奇袭荆南第4关,1,396400,52227,52827,0,11,"(10088,164,3)(10149,230,5)(10149,197,2)(10005,131,39)(10005,98,39)(10070,164,6)(10088,230,5)(10110,197,87)(10088,131,9)(10149,98,9)(10149,164,9)(10005,230,87)(10005,197,19)(10070,131,8)(10088,98,5)(10110,164,29)(10149,230,5)(10149,197,2)(10005,131,39)(10005,131,39)",6,0,0,0,0,0
228,1228,8,58,长沙-8,23,1,0,长沙 奇袭荆南第4关,1,143158,52228,52828,0,11,"(10110,147,109)[(5610,176,3),(10060,206,109)][(5605,176,3),(10088,176,11)][(5653,176,3),(10110,118,109)](10110,88,48)(10119,147,7)(10088,206,5)(10130,176,12)(10110,118,48)(10060,88,36)(10088,147,5)(10110,206,60)(10110,176,48)(10119,118,7)(10088,88,5)(10130,147,12)(10110,206,48)(10110,176,36)(10119,118,10)(10088,118,6)",6,0,0,0,0,0
229,1229,9,58,长沙-9,23,2,0,长沙 奇袭荆南第4关,1,137722,52229,52829,0,11,"(10097,141,12)(10005,197,123)(10097,169,12)(10070,113,25)(10005,85,55)(10015,141,8)(10080,197,11)(10015,169,14)(10097,113,6)(10005,85,41)(10097,141,6)(10070,197,14)(10005,169,55)(10015,113,8)(10080,85,11)(10015,141,14)(10005,197,55)(10097,169,4)(10070,113,11)(10005,113,68)",6,0,0,0,0,0
230,1230,10,58,长沙-10,23,3,0,长沙 奇袭荆南第4关,1,0,52230,52830,0,11,,6,100,0,0,0,0
231,1231,1,59,柴桑-1,24,1,0,柴桑 奇袭荆南第5关,1,161278,52231,52831,10041,12,"(10005,167,88)(10005,234,88)(10110,200,88)(10041,134,9)(10130,100,8)(10110,167,29)(10088,234,4)(10005,200,49)(10005,134,39)(10110,100,29)(10041,167,4)(10130,234,10)(10110,200,39)(10088,134,3)(10005,100,39)(10005,167,49)(10110,234,39)(10041,200,3)(10130,134,8)(10110,134,49)",6,0,0,0,0,0
232,1232,2,59,柴桑-2,24,1,0,柴桑 奇袭荆南第5关,1,234067,52232,52832,0,12,"(10060,144,47)(10060,202,70)(10025,173,12)(10025,115,9)(10070,86,14)(10070,144,9)(10088,202,7)(10088,173,6)(10041,115,5)(10041,86,7)(10060,144,47)(10060,202,70)(10025,173,12)(10025,115,9)(10070,86,14)(10070,144,9)(10088,202,7)(10088,173,6)(10041,115,5)(10041,115,7)",6,0,0,0,0,0
233,1233,3,59,柴桑-3,24,2,0,柴桑 奇袭荆南第5关,1,450760,52233,52833,0,12,"(10110,188,29)(10130,263,10)(10110,226,19)(10120,150,8)(10130,113,8)(10015,188,6)(10035,263,5)(10015,226,17)(10120,150,17)(10035,113,9)(10110,188,86)(10130,263,17)(10110,226,19)(10120,150,8)(10130,113,10)(10015,188,6)(10035,263,5)(10015,226,4)(10120,150,8)(10035,150,4)",6,0,0,0,0,0
234,1234,4,59,柴桑-4,24,1,0,柴桑 奇袭荆南第5关,1,1044987,52234,52834,0,12,"(10005,162,22)(10070,227,9)(10005,194,54)(10138,130,3)(10097,97,4)(10060,162,22)(10060,227,43)(10070,194,11)(10005,130,32)(10070,97,9)(10005,162,22)(10138,227,4)(10097,194,5)(10060,130,32)(10060,97,97)(10070,162,19)(10005,227,97)(10070,194,19)(10005,130,76)(10138,130,8)",6,0,0,0,0,0
235,1235,5,59,柴桑-5,24,1,0,柴桑 奇袭荆南第5关,1,441700,52235,52835,0,12,"(10130,153,8)(10120,214,13)(10130,184,5)(10041,122,5)(10070,92,10)(10025,153,8)(10120,214,13)[(5642,202,2),(10130,184,23)][(5633,202,2),(10120,122,23)][(5625,147,3),(10130,92,23)](10041,153,12)(10070,214,23)(10025,184,5)(10120,122,10)(10130,92,13)(10120,153,8)(10130,214,13)(10041,184,3)(10070,122,10)(10025,122,10)",6,0,0,0,0,0
236,1236,6,60,柴桑-6,24,2,0,柴桑 奇袭荆南第5关,1,270307,52236,52836,0,12,"(10110,168,45)(10015,235,14)(10060,202,57)(10060,134,45)(10089,101,7)(10149,168,5)(10149,235,7)(10015,202,11)(10110,134,45)(10015,101,14)(10060,168,45)(10060,235,68)(10089,202,6)(10149,134,5)(10149,101,7)(10015,168,9)(10110,235,68)(10015,202,11)(10060,134,45)(10149,134,7)",6,0,0,0,0,0
237,1237,7,60,柴桑-7,24,1,0,柴桑 奇袭荆南第5关,1,165808,52237,52837,0,12,"(10015,172,18)(10005,241,92)(10025,206,18)(10035,138,9)(10005,103,41)(10005,172,31)(10041,241,4)(10035,206,5)(10015,138,8)(10015,103,6)(10005,172,41)(10025,241,10)(10035,206,4)(10005,138,31)(10005,103,41)(10041,172,5)(10035,241,4)(10015,206,6)(10025,138,8)(10041,138,5)",6,0,0,0,0,0
238,1238,8,60,柴桑-8,24,1,0,柴桑 奇袭荆南第5关,1,443965,52238,52838,0,12,"(10080,154,8)(10138,216,6)(10080,185,5)(10120,123,10)(10060,92,51)(10149,154,4)[(5636,204,3),(10060,216,64)][(5650,222,2),(10138,185,11)][(5627,130,4),(10080,123,23)](10138,92,11)(10080,154,23)(10120,216,23)(10060,185,25)(10149,123,5)(10060,92,64)(10138,154,4)(10120,216,13)(10060,185,25)(10149,123,5)(10060,123,51)",6,0,0,0,0,0
239,1239,9,60,柴桑-9,24,2,0,柴桑 奇袭荆南第5关,1,960427,52239,52839,0,12,"(10130,148,6)(10098,207,6)(10138,178,7)(10110,118,43)(10025,89,11)(10025,148,6)(10098,207,6)(10130,178,14)(10098,118,4)(10138,89,6)(10110,148,29)(10025,207,11)(10025,178,14)(10098,118,4)(10130,89,26)(10098,148,13)(10138,207,13)(10110,178,129)(10025,118,20)(10025,118,20)",6,0,0,0,0,0
240,1240,10,60,柴桑-10,24,3,0,柴桑 奇袭荆南第5关,1,0,52240,52840,0,12,,6,100,0,0,0,0
241,1241,1,61,汝南-1,25,1,0,汝南 会猎荆襄第1关,1,421315,52241,52841,0,1,"(10098,175,3)(10060,245,52)(10070,210,4)(10070,140,8)(10138,105,4)(10138,175,3)(10005,245,52)(10098,210,9)(10060,140,93)(10070,105,19)(10070,175,19)(10138,245,9)(10138,210,2)(10005,140,41)(10098,105,5)(10060,175,31)(10070,245,10)(10070,210,4)(10138,140,4)(10138,140,4)",7,0,0,0,0,0
242,1242,2,61,汝南-2,25,1,0,汝南 会猎荆襄第1关,1,146782,52242,52842,0,1,"(10035,151,11)(10035,211,11)(10035,181,11)(10005,121,111)(10041,91,5)(10015,151,7)(10025,211,10)(10025,181,12)(10005,121,49)(10035,91,4)(10035,151,5)(10035,211,6)(10005,181,49)(10041,121,4)(10015,91,10)(10025,151,12)(10025,211,10)(10005,181,37)(10041,121,5)(10041,121,6)",7,0,0,0,0,0
243,1243,3,61,汝南-3,25,2,0,汝南 会猎荆襄第1关,1,317117,52243,52843,0,1,"(10025,199,8)(10130,279,12)(10041,239,5)(10041,159,4)(10070,119,12)(10070,199,8)(10120,279,12)(10130,239,10)(10025,159,8)(10130,119,12)(10041,199,4)(10041,279,6)(10070,239,10)(10070,159,8)(10120,119,12)(10130,199,8)(10041,279,6)(10041,239,5)(10070,159,8)(10070,159,12)",7,0,0,0,0,0
244,1244,4,61,汝南-4,25,1,0,汝南 会猎荆襄第1关,1,1099347,52244,52844,0,1,"(10025,171,5)(10130,239,9)(10098,205,6)(10110,137,34)(10138,103,5)(10025,171,5)(10110,239,46)(10025,205,11)(10130,137,7)(10098,103,5)(10110,171,23)(10138,239,5)(10025,205,11)(10110,137,34)(10025,103,21)(10130,171,21)(10098,239,10)(10110,205,103)(10138,137,8)(10025,137,16)",7,0,0,0,0,0
245,1245,5,61,汝南-5,25,1,0,汝南 会猎荆襄第1关,1,184834,52245,52845,0,1,"(10060,161,123)(10138,225,12)[(5603,212,2),(10060,193,123)][(5612,154,3),(10150,129,12)][(5613,212,2),(10080,97,11)](10080,161,8)(10120,225,11)(10060,193,68)(10138,129,6)(10060,97,41)(10150,161,6)(10080,225,14)(10080,193,11)(10120,129,8)(10060,97,55)(10138,161,7)(10060,225,55)(10150,193,4)(10080,129,11)(10080,129,14)",7,0,0,0,0,0
246,1246,6,62,汝南-6,25,2,0,汝南 会猎荆襄第1关,1,282387,52246,52846,0,1,"(10025,176,10)(10060,246,71)(10088,211,6)(10088,141,5)(10070,106,14)(10042,176,5)(10060,246,71)(10025,211,12)(10060,141,48)(10088,106,7)(10088,176,5)(10070,246,14)(10042,211,6)(10060,141,48)(10025,106,14)(10060,176,48)(10088,246,7)(10088,211,6)(10070,141,10)(10042,141,7)",7,0,0,0,0,0
247,1247,7,62,汝南-7,25,1,0,汝南 会猎荆襄第1关,1,437170,52247,52847,0,1,"(10005,182,32)(10130,255,11)(10042,218,2)(10110,146,43)(10110,109,43)(10088,182,3)(10130,255,11)(10005,218,96)(10005,146,96)(10130,109,19)(10042,182,10)(10110,255,96)(10110,218,21)(10088,146,4)(10130,109,11)(10005,182,32)(10042,255,5)(10110,218,21)(10110,146,43)(10088,146,4)",7,0,0,0,0,0
248,1248,8,62,汝南-8,25,1,0,汝南 会猎荆襄第1关,1,464350,52248,52848,0,1,"(10120,162,8)(10120,227,13)(10110,194,27)(10110,130,53)(10035,97,5)(10015,162,8)[(5619,136,5),(10130,227,13)][(5598,223,2),(10120,194,24)][(5609,223,2),(10120,130,24)](10110,97,120)(10110,162,120)(10035,227,12)(10015,194,5)(10130,130,11)(10120,97,13)(10120,162,8)(10110,227,67)(10110,194,27)(10035,130,5)(10015,130,11)",7,0,0,0,0,0
249,1249,9,62,汝南-9,25,2,0,汝南 会猎荆襄第1关,1,1014787,52249,52849,0,1,"(10089,157,3)(10150,220,6)(10110,188,75)(10060,126,45)(10015,94,12)(10060,157,30)(10015,220,12)(10089,188,8)(10150,126,5)(10110,94,60)(10060,157,30)(10015,220,12)(10060,188,75)(10015,126,9)(10089,94,13)(10150,157,13)(10110,220,134)(10060,188,134)(10015,126,21)(10060,126,104)",7,0,0,0,0,0
250,1250,10,62,汝南-10,25,3,0,汝南 会猎荆襄第1关,1,0,52250,52850,0,1,,7,100,0,0,0,0
251,1251,1,63,江夏-1,26,1,0,江夏 会猎荆襄第2关,1,315607,52251,52851,0,2,"(10089,198,4)(10120,277,13)(10060,238,54)(10120,158,9)(10110,119,65)(10080,198,9)(10110,277,65)(10089,238,5)(10120,158,9)(10060,119,65)(10120,198,9)(10110,277,65)(10080,238,11)(10110,158,44)(10089,119,7)(10120,198,9)(10060,277,65)(10120,238,11)(10110,158,44)(10080,158,13)",7,0,0,0,0,0
252,1252,2,63,江夏-2,26,1,0,江夏 会猎荆襄第2关,1,274837,52252,52852,0,2,"(10042,171,5)(10025,239,16)(10025,205,13)(10015,137,10)(10035,103,8)(10015,171,10)(10042,239,8)(10070,205,13)(10042,137,5)(10025,103,16)(10025,171,10)(10015,239,16)(10035,205,7)(10015,137,10)(10042,103,8)(10070,171,10)(10025,239,16)(10015,205,13)(10035,137,5)(10015,137,16)",7,0,0,0,0,0
253,1253,3,63,江夏-3,26,2,0,江夏 会猎荆襄第2关,1,354867,52253,52853,0,2,"(10098,224,4)(10130,314,13)(10060,269,52)(10060,179,42)(10120,134,13)(10138,224,4)(10098,314,6)(10120,269,10)(10098,179,4)(10130,134,13)(10060,224,42)(10060,314,63)(10120,269,10)(10138,179,4)(10098,134,6)(10120,224,8)(10130,314,13)(10060,269,52)(10060,179,42)(10120,179,13)",7,0,0,0,0,0
254,1254,4,63,江夏-4,26,1,0,江夏 会猎荆襄第2关,1,183928,52254,52854,0,2,"(10025,192,22)(10025,269,22)(10025,230,22)(10089,154,11)(10070,115,10)(10005,192,36)(10005,269,48)(10042,230,6)(10025,154,10)(10025,115,7)(10025,192,10)(10089,269,6)(10070,230,10)(10005,154,36)(10005,115,48)(10042,192,6)(10089,269,5)(10070,230,7)(10005,154,48)(10005,154,60)",7,0,0,0,0,0
255,1255,5,63,江夏-5,26,1,0,江夏 会猎荆襄第2关,1,345807,52255,52855,0,2,"(10120,182,26)(10120,255,26)[(5640,153,5),(10150,218,13)][(5619,262,1),(10130,146,26)][(5638,240,2),(10110,109,57)](10150,182,4)(10089,255,6)(10120,218,14)(10120,146,11)(10150,109,4)(10130,182,11)(10110,255,71)(10150,218,6)(10089,146,4)(10120,109,11)(10120,182,14)(10150,255,6)(10130,218,9)(10110,146,57)(10150,146,7)",7,0,0,0,0,0
256,1256,6,64,江夏-6,26,2,0,江夏 会猎荆襄第2关,1,473410,52256,52856,0,2,"(10015,198,7)(10110,277,62)(10005,238,25)(10035,158,5)(10080,119,10)(10005,198,37)(10015,277,12)(10015,238,22)(10110,158,112)(10005,119,112)(10035,198,11)(10080,277,22)(10005,238,25)(10015,158,10)(10015,119,12)(10110,198,37)(10005,277,62)(10035,238,3)(10080,158,10)(10005,158,50)",7,0,0,0,0,0
257,1257,7,64,江夏-7,26,1,0,江夏 会猎荆襄第2关,1,487000,52257,52857,0,2,"(10089,204,3)(10042,286,6)(10042,245,2)(10025,163,9)(10025,122,9)(10070,204,7)(10089,286,6)(10080,245,20)(10089,163,10)(10042,122,10)(10042,204,10)(10025,286,20)(10025,245,5)(10070,163,9)(10089,122,6)(10080,204,7)(10042,286,6)(10042,245,2)(10025,163,9)(10025,163,9)",7,0,0,0,0,0
258,1258,8,64,江夏-8,26,1,0,江夏 会猎荆襄第2关,1,1395307,52258,52858,0,2,"(10110,183,28)(10005,256,56)(10098,220,7)(10110,146,42)(10110,110,56)(10138,183,3)(10098,256,6)(10130,220,14)(10110,146,42)(10005,110,56)(10098,183,3)(10110,256,56)(10110,220,70)[(5623,220,5),(10138,146,4)][(5625,220,5),(10098,110,13)](10130,183,25)(10110,256,126)(10110,220,126)(10138,146,10)(10098,146,10)",7,0,0,0,0,0
259,1259,9,64,江夏-9,26,2,0,江夏 会猎荆襄第2关,1,1135587,52259,52859,0,2,"(10042,177,3)(10060,248,62)(10042,212,8)(10098,142,5)(10060,106,62)(10150,177,3)(10015,248,12)(10150,212,8)(10042,142,5)(10060,106,62)(10042,177,3)(10098,248,6)(10060,212,78)(10150,142,5)(10015,106,28)(10150,177,14)(10060,248,140)(10042,212,14)(10098,142,11)(10060,142,109)",7,0,0,0,0,0
260,1260,10,64,江夏-10,26,3,0,江夏 会猎荆襄第2关,1,0,52260,52860,0,2,,7,100,0,0,0,0
261,1261,1,65,新野-1,27,1,0,新野 会猎荆襄第3关,1,332217,52261,52861,0,3,"(10005,209,46)(10005,293,69)(10025,251,11)(10042,167,5)(10070,125,14)(10025,209,9)(10089,293,7)(10005,251,57)(10005,167,46)(10025,125,14)(10042,209,5)(10070,293,14)(10025,251,11)(10089,167,5)(10005,125,69)(10005,209,46)(10025,293,14)(10042,251,6)(10070,167,9)(10025,167,14)",7,0,0,0,0,0
262,1262,2,65,新野-2,27,1,0,新野 会猎荆襄第3关,1,432640,52262,52862,0,3,"(10110,180,41)(10110,252,68)(10130,216,5)(10130,144,11)(10120,108,11)(10120,180,8)(10089,252,7)(10089,216,12)(10150,144,12)(10150,108,12)(10110,180,122)(10110,252,122)(10130,216,5)(10130,144,11)(10120,108,14)(10120,180,8)(10089,252,7)(10089,216,3)(10150,144,5)(10150,144,5)",7,0,0,0,0,0
263,1263,3,65,新野-3,27,2,0,新野 会猎荆襄第3关,1,1479867,52263,52863,0,3,"(10005,234,22)(10110,328,44)(10005,281,55)(10015,187,7)(10110,140,44)(10080,234,4)(10035,328,4)(10080,281,11)(10015,187,7)(10035,140,4)(10005,234,22)(10110,328,44)(10005,281,55)(10015,187,7)(10110,140,99)(10080,234,20)(10035,328,10)(10080,281,20)(10015,187,15)(10035,187,8)",7,0,0,0,0,0
264,1264,4,65,新野-4,27,1,0,新野 会猎荆襄第3关,1,320137,52264,52864,0,3,"(10025,201,10)(10070,281,15)(10025,241,13)(10035,161,5)(10042,121,8)(10015,201,10)(10015,281,15)(10070,241,13)(10025,161,10)(10070,121,15)(10025,201,10)(10035,281,8)(10042,241,6)(10015,161,10)(10015,121,15)(10070,201,10)(10025,281,15)(10070,241,13)(10025,161,10)(10035,161,8)",7,0,0,0,0,0
265,1265,5,65,新野-5,27,1,0,新野 会猎荆襄第3关,1,457555,52265,52865,0,3,"(10080,191,9)(10090,267,7)(10080,229,6)(10043,153,6)(10070,115,12)(10025,191,9)[(5637,252,2),(10090,267,7)][(5624,160,5),(10080,229,27)][(5647,275,1),(10090,153,13)](10080,115,27)(10043,191,13)(10070,267,27)(10025,229,6)(10090,153,6)(10080,115,15)(10090,191,5)(10080,267,15)(10043,229,3)(10070,153,12)(10025,153,12)",7,0,0,0,0,0
266,1266,6,66,新野-6,27,2,0,新野 会猎荆襄第3关,1,1328867,52266,52866,0,3,"(10110,209,26)(10130,293,10)(10005,251,65)(10005,167,39)(10138,125,5)(10098,209,3)(10098,293,5)(10130,251,13)(10110,167,39)(10130,125,10)(10005,209,26)(10005,293,52)(10138,251,7)(10098,167,4)(10098,125,12)(10130,209,23)(10110,293,117)(10130,251,23)(10005,167,91)(10098,167,9)",7,0,0,0,0,0
267,1267,7,66,新野-7,27,1,0,新野 会猎荆襄第3关,1,511915,52267,52867,0,3,"(10150,215,4)(10060,301,59)(10015,258,5)(10098,172,5)(10060,129,47)(10060,215,35)(10043,301,6)(10098,258,11)(10150,172,11)(10150,129,11)(10060,215,106)(10015,301,21)(10098,258,2)(10060,172,47)(10060,129,59)(10043,215,4)(10098,301,6)(10150,258,2)(10015,172,9)(10043,172,5)",7,0,0,0,0,0
268,1268,8,66,新野-8,27,1,0,新野 会猎荆襄第3关,1,183022,52268,52868,0,3,"(10110,191,131)(10120,267,26)[(5620,229,5),(10110,229,131)][(5651,229,5),(10080,153,26)](10060,115,58)(10090,191,4)(10060,267,58)(10120,229,15)(10110,153,58)(10120,115,9)(10110,191,58)(10080,267,15)(10060,229,58)(10090,153,4)(10060,115,58)(10120,191,15)(10080,267,12)(10060,229,44)(10090,153,6)(10060,153,73)",7,0,0,0,0,0
269,1269,9,66,新野-9,27,2,0,新野 会猎荆襄第3关,1,178492,52269,52869,0,3,"(10120,186,29)(10098,260,15)(10138,223,15)(10060,149,146)(10130,112,13)(10130,186,10)(10098,260,7)(10120,223,16)(10098,149,7)(10138,112,5)(10060,186,65)(10130,260,16)(10130,223,13)(10098,149,5)(10120,112,13)(10098,186,8)(10138,260,7)(10060,223,49)(10130,149,13)(10130,149,16)",7,0,0,0,0,0
270,1270,10,66,新野-10,27,3,0,新野 会猎荆襄第3关,1,0,52270,52870,0,3,,7,100,0,0,0,0
271,1271,1,67,襄阳-1,28,1,0,襄阳 会猎荆襄第4关,1,207484,52271,52871,0,4,"(10099,218,11)(10025,305,22)(10090,262,11)(10090,174,11)(10139,131,5)(10139,218,4)(10005,305,48)(10099,262,6)(10025,174,10)(10090,131,4)(10090,218,5)(10139,305,6)(10139,262,5)(10005,174,36)(10099,131,5)(10025,218,12)(10090,305,5)(10090,262,4)(10139,174,5)(10139,174,6)",7,0,0,0,0,0
272,1272,2,67,襄阳-2,28,1,0,襄阳 会猎荆襄第4关,1,300507,52272,52872,0,4,"(10120,188,11)(10120,263,17)(10120,226,14)(10060,150,57)(10043,113,9)(10015,188,11)(10080,263,17)(10080,226,14)(10060,150,57)(10120,113,17)(10120,188,11)(10120,263,17)(10060,226,71)(10043,150,6)(10015,113,17)(10080,188,11)(10080,263,17)(10060,226,71)(10043,150,6)(10043,150,9)",7,0,0,0,0,0
273,1273,3,67,襄阳-3,28,2,0,襄阳 会猎荆襄第4关,1,579865,52273,52873,0,4,"(10110,245,34)(10025,343,11)(10090,294,2)(10090,196,5)(10130,147,9)(10130,245,7)(10070,343,11)(10025,294,21)(10110,196,103)(10025,147,21)(10090,245,10)(10090,343,10)(10130,294,5)(10130,196,9)(10070,147,11)(10025,245,7)(10090,343,6)(10090,294,2)(10130,196,9)(10130,196,9)",7,0,0,0,0,0
274,1274,4,67,襄阳-4,28,1,0,襄阳 会猎荆襄第4关,1,1346987,52274,52874,0,4,"(10060,212,26)(10070,297,10)(10043,254,7)(10005,170,39)(10120,127,10)(10060,212,26)(10005,297,52)(10060,254,66)(10070,170,8)(10043,127,5)(10005,212,26)(10120,297,10)(10060,254,66)(10005,170,39)(10060,127,118)(10070,212,24)(10043,297,12)(10005,254,118)(10120,170,18)(10060,170,92)",7,0,0,0,0,0
275,1275,5,67,襄阳-5,28,1,0,襄阳 会猎荆襄第4关,1,568540,52275,52875,0,4,"(10060,200,46)(10139,280,8)(10060,240,31)(10099,160,6)(10110,120,62)(10110,200,46)[(5607,312,1),(10080,280,15)][(5606,216,2),(10060,240,139)][(5618,192,5),(10139,160,14)](10060,120,139)(10099,200,14)(10110,280,139)(10110,240,31)(10080,160,12)(10060,120,77)(10139,200,5)(10060,280,77)(10099,240,3)(10110,160,62)(10110,160,62)",7,0,0,0,0,0
276,1276,6,68,襄阳-6,28,2,0,襄阳 会猎荆襄第4关,1,345807,52276,52876,0,4,"(10130,218,11)(10025,305,16)(10090,262,7)(10090,174,5)(10070,131,16)(10150,218,5)(10025,305,16)(10130,262,14)(10025,174,11)(10090,131,8)(10090,218,5)(10070,305,16)(10150,262,7)(10025,174,11)(10130,131,16)(10025,218,11)(10090,305,8)(10090,262,7)(10070,174,11)(10150,174,8)",7,0,0,0,0,0
277,1277,7,68,襄阳-7,28,1,0,襄阳 会猎荆襄第4关,1,213826,52277,52877,0,4,"(10005,225,111)(10035,315,11)(10043,270,11)(10110,180,111)(10110,135,49)(10090,225,4)(10035,315,5)(10005,270,62)(10005,180,49)(10035,135,4)(10043,225,5)(10110,315,62)(10110,270,49)(10090,180,4)(10035,135,5)(10005,225,62)(10043,315,5)(10110,270,37)(10110,180,49)(10090,180,6)",7,0,0,0,0,0
278,1278,8,68,襄阳-8,28,1,0,襄阳 会猎荆襄第4关,1,568540,52278,52878,0,4,"(10120,200,9)(10120,280,15)(10060,240,30)(10060,160,61)(10035,120,6)(10015,200,9)[(5621,216,4),(10080,280,15)][(5631,192,5),(10120,240,27)][(5609,312,1),(10120,160,27)](10060,120,137)(10060,200,137)(10035,280,14)(10015,240,6)(10080,160,12)(10120,120,15)(10120,200,9)(10060,280,76)(10060,240,30)(10035,160,6)(10015,160,12)",7,0,0,0,0,0
279,1279,9,68,襄阳-9,28,2,0,襄阳 会猎荆襄第4关,1,1238267,52279,52879,0,4,"(10139,194,3)(10099,272,7)(10130,233,17)(10025,155,10)(10015,116,13)(10025,194,7)(10015,272,13)(10139,233,8)(10099,155,5)(10130,116,13)(10025,194,7)(10015,272,13)(10025,233,17)(10015,155,10)(10139,116,15)(10099,194,15)(10130,272,30)(10025,233,30)(10015,155,24)(10025,155,24)",7,0,0,0,0,0
280,1280,10,68,襄阳-10,28,3,0,襄阳 会猎荆襄第4关,1,0,52280,52880,0,4,,7,100,0,0,0,0
